Price,Date,Close,High,Low,Open,Volume
Ticker,,NIFTYBEES.NS,NIFTYBEES.NS,NIFTYBEES.NS,NIFTYBEES.NS,NIFTYBEES.NS
0,2009-01-02,30.555999755859375,30.94499969482422,30.299999237060547,30.600000381469727,1344830
1,2009-01-05,31.174999237060547,31.3700008392334,30.700000762939453,30.700000762939453,2429180
2,2009-01-06,31.124000549316406,31.479999542236328,30.60300064086914,31.100000381469727,1418730
3,2009-01-07,29.264999389648438,31.5,28.899999618530273,31.3799991607666,5724640
4,2009-01-09,28.854999542236328,29.5,28.030000686645508,29.0,1820800
5,2009-01-12,27.72599983215332,28.75,27.559999465942383,28.5,1845050
6,2009-01-13,27.636999130249023,28.190000534057617,27.51099967956543,27.700000762939453,1743530
7,2009-01-14,28.492000579833984,28.799999237060547,27.799999237060547,27.799999237060547,900410
8,2009-01-15,27.649999618530273,28.065000534057617,27.299999237060547,27.985000610351562,1200560
9,2009-01-16,28.51099967956543,28.690000534057617,27.719999313354492,27.850000381469727,689330
10,2009-01-19,28.445999145507812,28.709999084472656,28.065000534057617,28.065000534057617,794070
11,2009-01-20,28.31399917602539,28.549999237060547,27.780000686645508,28.389999389648438,705160
12,2009-01-21,27.535999298095703,28.200000762939453,27.309999465942383,28.200000762939453,1264160
13,2009-01-22,27.350000381469727,27.899999618530273,27.200000762939453,27.899999618530273,970500
14,2009-01-23,27.211000442504883,27.600000381469727,27.040000915527344,27.399999618530273,875460
15,2009-01-27,27.72100067138672,27.850000381469727,27.25,27.301000595092773,662830
16,2009-01-28,28.496000289916992,28.589000701904297,27.864999771118164,27.864999771118164,640780
17,2009-01-29,28.256999969482422,28.799999237060547,28.049999237060547,28.611000061035156,813550
18,2009-01-30,28.9689998626709,29.10099983215332,27.900999069213867,28.0,987080
19,2009-02-02,28.170000076293945,28.850000381469727,28.049999237060547,28.850000381469727,1724660
20,2009-02-03,28.291000366210938,28.599000930786133,28.0,28.299999237060547,450500
21,2009-02-04,28.10300064086914,28.68899917602539,27.94099998474121,28.5,838680
22,2009-02-05,28.020000457763672,28.5,27.81999969482422,28.299999237060547,420750
23,2009-02-06,28.618999481201172,28.780000686645508,28.200000762939453,28.200000762939453,528480
24,2009-02-09,29.327999114990234,29.399999618530273,28.625999450683594,28.788999557495117,820950
25,2009-02-10,29.555999755859375,29.700000762939453,29.0,29.388999938964844,1100710
26,2009-02-11,29.450000762939453,29.600000381469727,29.0,29.100000381469727,643300
27,2009-02-12,29.142000198364258,29.450000762939453,29.0,29.399999618530273,409900
28,2009-02-13,29.815000534057617,29.899999618530273,29.315000534057617,29.548999786376953,1040710
29,2009-02-16,28.54199981689453,29.815000534057617,28.399999618530273,29.700000762939453,1050890
30,2009-02-17,27.908000946044922,28.34000015258789,27.711000442504883,28.299999237060547,722930
31,2009-02-18,28.14900016784668,28.479999542236328,27.709999084472656,27.96500015258789,473580
32,2009-02-19,28.298999786376953,28.3799991607666,28.000999450683594,28.200000762939453,320420
33,2009-02-20,27.488000869750977,27.948999404907227,27.295000076293945,27.948999404907227,1044230
34,2009-02-24,27.523000717163086,27.59000015258789,27.020999908447266,27.200000762939453,1251550
35,2009-02-25,27.947999954223633,28.200000762939453,27.68000030517578,27.700000762939453,736690
36,2009-02-26,28.018999099731445,28.190000534057617,27.604999542236328,28.100000381469727,787880
37,2009-02-27,28.016000747680664,28.200000762939453,27.309999465942383,28.049999237060547,871000
38,2009-03-02,27.04599952697754,27.45400047302246,26.809999465942383,27.110000610351562,974790
39,2009-03-03,26.756000518798828,27.350000381469727,26.600000381469727,27.15999984741211,1439290
40,2009-03-04,26.93600082397461,27.075000762939453,26.625,26.850000381469727,1298960
41,2009-03-05,25.981000900268555,27.3700008392334,25.854999542236328,27.299999237060547,1608580
42,2009-03-06,26.634000778198242,26.700000762939453,25.690000534057617,25.690000534057617,761290
43,2009-03-09,26.239999771118164,26.5,26.024999618530273,26.299999237060547,693880
44,2009-03-12,26.643999099731445,26.989999771118164,26.43000030517578,26.979999542236328,781020
45,2009-03-13,27.430999755859375,27.496999740600586,26.979999542236328,27.065000534057617,696800
46,2009-03-16,28.01799964904785,28.09000015258789,27.399999618530273,27.59000015258789,723110
47,2009-03-17,27.770000457763672,28.280000686645508,27.649999618530273,28.03499984741211,854500
48,2009-03-18,28.083999633789062,28.520000457763672,27.899999618530273,27.899999618530273,930710
49,2009-03-19,28.172000885009766,28.450000762939453,27.84000015258789,28.2450008392334,523090
50,2009-03-20,28.202999114990234,28.270000457763672,27.8799991607666,28.09000015258789,952760
51,2009-03-23,29.472999572753906,29.679000854492188,28.454999923706055,28.454999923706055,2268600
52,2009-03-24,29.53499984741211,30.268999099731445,29.200000762939453,29.665000915527344,1841170
53,2009-03-25,29.957000732421875,30.100000381469727,29.200000762939453,29.549999237060547,1748460
54,2009-03-26,30.972999572753906,31.100000381469727,30.197999954223633,30.399999618530273,1993150
55,2009-03-27,31.22100067138672,31.3799991607666,30.600000381469727,30.899999618530273,1285320
56,2009-03-30,29.833999633789062,30.899999618530273,29.655000686645508,30.899999618530273,2026270
57,2009-03-31,30.305999755859375,30.59000015258789,29.75,30.295000076293945,1832240
58,2009-04-01,30.871000289916992,31.0,29.815000534057617,30.40999984741211,1163440
59,2009-04-02,32.22800064086914,32.400001525878906,31.299999237060547,31.299999237060547,2060100
60,2009-04-06,32.70199966430664,33.20000076293945,32.356998443603516,32.83599853515625,2068020
61,2009-04-08,33.54100036621094,33.689998626708984,31.5,32.29999923706055,1727440
62,2009-04-09,33.529998779296875,34.04999923706055,33.17499923706055,33.70000076293945,2125990
63,2009-04-13,33.86800003051758,34.349998474121094,33.400001525878906,33.720001220703125,2435140
64,2009-04-15,35.01499938964844,35.2400016784668,33.099998474121094,33.505001068115234,5083870
65,2009-04-16,33.77199935913086,35.20000076293945,33.650001525878906,35.20000076293945,2524740
66,2009-04-17,33.9640007019043,35.0,33.70500183105469,34.0,2332870
67,2009-04-20,33.81700134277344,34.48500061035156,33.5,34.0,1770240
68,2009-04-21,33.832000732421875,34.23500061035156,33.30500030517578,33.45000076293945,2157830
69,2009-04-22,33.358001708984375,34.14500045776367,33.060001373291016,34.095001220703125,3011690
70,2009-04-23,34.49599838256836,34.790000915527344,33.25,33.400001525878906,1928150
71,2009-04-24,35.06700134277344,35.165000915527344,34.150001525878906,34.599998474121094,1289860
72,2009-04-27,34.89099884033203,35.30500030517578,34.400001525878906,34.904998779296875,1234140
73,2009-04-28,33.73699951171875,34.790000915527344,33.599998474121094,34.790000915527344,1446180
74,2009-04-29,34.849998474121094,35.09000015258789,33.80500030517578,33.90999984741211,1430140
75,2009-05-04,36.597999572753906,36.68000030517578,35.20000076293945,35.220001220703125,2100690
76,2009-05-05,37.284000396728516,37.5,36.275001525878906,36.599998474121094,4786130
77,2009-05-06,36.76100158691406,37.59000015258789,36.5,36.720001220703125,1285780
78,2009-05-07,36.917999267578125,37.15800094604492,36.560001373291016,36.79999923706055,1734650
79,2009-05-08,36.26499938964844,37.249000549316406,36.005001068115234,36.999000549316406,1076490
80,2009-05-11,35.72999954223633,36.69900131225586,35.6609992980957,36.499000549316406,1170690
81,2009-05-12,37.073001861572266,37.380001068115234,35.5099983215332,35.9900016784668,1115550
82,2009-05-13,36.816001892089844,37.5,36.5,37.099998474121094,1341480
83,2009-05-14,36.22800064086914,36.816001892089844,36.0,36.04999923706055,1750430
84,2009-05-15,37.30099868774414,37.5,36.5099983215332,36.54999923706055,1863910
85,2009-05-18,42.75699996948242,44.5,40.0,40.0,138700
86,2009-05-19,43.327999114990234,46.0,41.54999923706055,44.0,6109750
87,2009-05-20,42.86399841308594,43.87900161743164,42.41999816894531,42.79999923706055,5485030
88,2009-05-21,42.17900085449219,43.28900146484375,42.04999923706055,42.525001525878906,1893230
89,2009-05-22,42.66899871826172,43.0,41.79999923706055,42.0,1301720
90,2009-05-25,42.60900115966797,42.900001525878906,42.349998474121094,42.69900131225586,678180
91,2009-05-26,41.624000549316406,42.779998779296875,41.29999923706055,42.599998474121094,1107870
92,2009-05-27,43.28799819946289,43.48500061035156,42.03200149536133,42.099998474121094,1106860
93,2009-05-28,43.479000091552734,43.749000549316406,42.959999084472656,43.4900016784668,841050
94,2009-05-29,44.606998443603516,45.0,43.64899826049805,43.64899826049805,1946770
95,2009-06-01,45.46699905395508,45.650001525878906,44.79999923706055,45.29999923706055,1379810
96,2009-06-02,45.28200149536133,46.189998626708984,44.70000076293945,45.79999923706055,2064830
97,2009-06-03,45.48899841308594,45.88999938964844,45.0099983215332,45.599998474121094,747770
98,2009-06-04,45.78900146484375,45.89500045776367,40.0,40.0,1458370
99,2009-06-05,46.02000045776367,46.45000076293945,45.61000061035156,45.900001525878906,1334490
100,2009-06-08,44.492000579833984,46.27799987792969,44.209999084472656,46.02000045776367,1220640
101,2009-06-09,45.54199981689453,45.70000076293945,44.0,44.0,1217010
102,2009-06-10,46.689998626708984,46.9900016784668,45.79999923706055,45.79999923706055,1614990
103,2009-06-11,46.62799835205078,47.0,46.099998474121094,46.599998474121094,803510
104,2009-06-12,46.05099868774414,47.125,45.90999984741211,46.62799835205078,636060
105,2009-06-15,45.10599899291992,46.29999923706055,45.0,45.678001403808594,1108450
106,2009-06-16,45.62799835205078,45.749000549316406,44.45100021362305,44.69900131225586,946050
107,2009-06-17,44.05295181274414,44.05295181274414,44.05295181274414,44.05295181274414,0
108,2009-06-18,43.16400146484375,44.400001525878906,42.900001525878906,44.0099983215332,1959970
109,2009-06-19,43.875,43.99399948120117,42.79999923706055,43.29999923706055,1039090
110,2009-06-22,43.06700134277344,44.400001525878906,42.900001525878906,44.400001525878906,1357170
111,2009-06-23,43.2400016784668,43.59000015258789,42.20000076293945,42.481998443603516,1749220
112,2009-06-24,43.452999114990234,43.744998931884766,42.915000915527344,43.5,748290
113,2009-06-25,42.96900177001953,43.70500183105469,42.70199966430664,43.70500183105469,654060
114,2009-06-26,44.12300109863281,44.26499938964844,43.20000076293945,44.0,693190
115,2009-06-29,44.64699935913086,44.97999954223633,43.900001525878906,44.400001525878906,1004080
116,2009-06-30,43.540000915527344,44.9900016784668,43.36000061035156,44.70000076293945,750770
117,2009-07-01,44.051998138427734,44.290000915527344,43.150001525878906,43.70000076293945,539150
118,2009-07-02,44.28499984741211,44.5,43.599998474121094,44.0,908320
119,2009-07-03,44.867000579833984,45.0,43.61000061035156,44.05500030517578,890600
120,2009-07-06,42.43299865722656,45.9900016784668,42.11000061035156,45.0,10899730
121,2009-07-07,42.79499816894531,43.09000015258789,42.202999114990234,0.0,1339870
122,2009-07-08,40.972999572753906,42.5,40.849998474121094,42.5,4409730
123,2009-07-09,41.0890007019043,41.400001525878906,40.71500015258789,41.0,839050
124,2009-07-10,40.3380012512207,41.58000183105469,40.005001068115234,41.209999084472656,1638420
125,2009-07-13,39.887001037597656,40.20000076293945,39.29999923706055,40.099998474121094,3798480
126,2009-07-14,41.433998107910156,42.20000076293945,40.29999923706055,40.29999923706055,2090240
127,2009-07-15,42.50600051879883,42.64500045776367,41.5,41.69900131225586,1405670
128,2009-07-16,42.388999938964844,43.20000076293945,42.099998474121094,42.61000061035156,874870
129,2009-07-17,43.8849983215332,44.099998474121094,42.650001525878906,42.69900131225586,1689820
