Price,Date,Close,High,Low,Open,Volume
Ticker,,NIFTYBEES.NS,NIFTYBEES.NS,NIFTYBEES.NS,NIFTYBEES.NS,NIFTYBEES.NS
130,2009-07-20,44.99599838256836,45.099998474121094,44.005001068115234,44.20000076293945,1887060
131,2009-07-21,44.68000030517578,45.900001525878906,44.400001525878906,45.900001525878906,860640
132,2009-07-22,44.08100128173828,45.54499816894531,43.900001525878906,44.900001525878906,1332220
133,2009-07-23,45.209999084472656,45.36000061035156,44.5,44.599998474121094,1085500
134,2009-07-24,45.5989990234375,46.0,45.02000045776367,46.0,674110
135,2009-07-27,45.555999755859375,45.900001525878906,45.11000061035156,45.900001525878906,744520
136,2009-07-28,45.62099838256836,45.970001220703125,45.361000061035156,45.70000076293945,859090
137,2009-07-29,45.05099868774414,45.582000732421875,44.21500015258789,45.310001373291016,1173910
138,2009-07-30,45.487998962402344,45.70000076293945,44.70000076293945,45.0,614350
139,2009-07-31,46.13800048828125,46.599998474121094,45.619998931884766,45.70000076293945,1491960
140,2009-08-03,46.926998138427734,47.20000076293945,46.0,46.25,1099470
141,2009-08-04,46.645999908447266,47.0,46.20500183105469,47.0,838700
142,2009-08-05,46.749000549316406,47.0,46.125,46.5,955390
143,2009-08-06,45.71699905395508,47.0,45.40999984741211,46.70000076293945,1502260
144,2009-08-07,44.76300048828125,45.68199920654297,44.56999969482422,45.4900016784668,1866540
145,2009-08-10,44.404998779296875,45.709999084472656,44.000999450683594,45.20000076293945,1613280
146,2009-08-11,44.70500183105469,45.125,44.025001525878906,44.499000549316406,1258480
147,2009-08-12,44.71699905395508,44.89500045776367,43.70000076293945,43.70000076293945,1505640
148,2009-08-13,46.0620002746582,46.30699920654297,45.20000076293945,45.20000076293945,1274190
149,2009-08-14,45.939998626708984,46.14500045776367,45.599998474121094,46.0,881510
150,2009-08-17,44.198001861572266,45.400001525878906,44.027000427246094,45.400001525878906,2052350
151,2009-08-18,44.694149017333984,44.694149017333984,44.694149017333984,44.694149017333984,0
152,2009-08-19,44.04676055908203,44.04676055908203,44.04676055908203,44.04676055908203,0
153,2009-08-20,44.64316177368164,44.64316177368164,44.64316177368164,44.64316177368164,0
154,2009-08-21,45.39997100830078,45.39997100830078,45.39997100830078,45.39997100830078,0
155,2009-08-24,46.499000549316406,50.0,45.95500183105469,50.0,3353420
156,2009-08-25,46.48899841308594,46.689998626708984,45.70000076293945,46.15999984741211,2130650
157,2009-08-26,46.805999755859375,47.0,46.54999923706055,46.970001220703125,576530
158,2009-08-27,46.8390007019043,46.974998474121094,46.400001525878906,46.400001525878906,526770
159,2009-08-28,47.15999984741211,47.349998474121094,46.33000183105469,46.849998474121094,2536320
160,2009-08-31,46.744998931884766,46.96900177001953,46.29999923706055,46.599998474121094,1046090
161,2009-09-01,45.89500045776367,47.290000915527344,45.650001525878906,47.0,3024870
162,2009-09-02,46.0880012512207,46.42499923706055,45.61000061035156,46.400001525878906,991180
163,2009-09-03,45.77000045776367,46.39899826049805,45.60499954223633,46.209999084472656,569780
164,2009-09-04,46.779998779296875,46.900001525878906,45.75,45.97999954223633,1059370
165,2009-09-07,47.715999603271484,47.79999923706055,46.849998474121094,47.000999450683594,876780
166,2009-09-08,47.7869987487793,48.16999816894531,47.60100173950195,47.79999923706055,1116890
167,2009-09-09,47.87799835205078,48.04999923706055,47.55099868774414,47.55099868774414,579760
168,2009-09-10,47.85499954223633,48.599998474121094,47.75,48.0,1315820
169,2009-09-11,48.18000030517578,48.29899978637695,47.70000076293945,48.20000076293945,542650
170,2009-09-14,48.01300048828125,48.13999938964844,47.654998779296875,48.0,796980
171,2009-09-15,48.75699996948242,48.80099868774414,48.150001525878906,48.1609992980957,936090
172,2009-09-16,49.26100158691406,49.400001525878906,48.92499923706055,49.099998474121094,1031530
173,2009-09-17,49.555999755859375,49.76499938964844,49.25,49.56100082397461,1085860
174,2009-09-18,49.57099914550781,49.790000915527344,49.255001068115234,49.29999923706055,573860
175,2009-09-22,50.0620002746582,50.16999816894531,49.5099983215332,49.61000061035156,739610
176,2009-09-23,49.4109992980957,50.025001525878906,49.29999923706055,49.88999938964844,851090
177,2009-09-24,49.652000427246094,49.779998779296875,48.82500076293945,49.349998474121094,784730
178,2009-09-25,49.49300003051758,49.88800048828125,48.70000076293945,48.70000076293945,1581180
179,2009-09-29,49.698001861572266,49.9900016784668,49.599998474121094,49.79999923706055,499480
180,2009-09-30,50.47700119018555,50.58000183105469,49.650001525878906,49.900001525878906,2024680
181,2009-10-01,50.5989990234375,50.70000076293945,50.099998474121094,50.599998474121094,2719550
182,2009-10-05,50.018001556396484,50.400001525878906,49.854000091552734,50.0,1150230
183,2009-10-06,50.35900115966797,50.45800018310547,49.10499954223633,50.400001525878906,1145950
184,2009-10-07,49.79800033569336,50.70000076293945,49.512001037597656,50.560001373291016,2446070
185,2009-10-08,49.87099838256836,50.736000061035156,49.650001525878906,50.736000061035156,841000
186,2009-10-09,49.32899856567383,50.099998474121094,49.209999084472656,50.0099983215332,701530
187,2009-10-12,50.36600112915039,50.5,49.41400146484375,49.48500061035156,749390
188,2009-10-13,50.65830993652344,50.65830993652344,50.65830993652344,50.65830993652344,0
189,2009-10-14,50.97999954223633,51.099998474121094,50.61000061035156,50.736000061035156,660830
190,2009-10-15,51.034000396728516,51.20000076293945,50.61000061035156,51.20000076293945,404210
191,2009-10-16,51.29899978637695,51.39899826049805,50.900001525878906,50.900001525878906,206900
192,2009-10-20,51.016998291015625,51.54999923706055,50.82600021362305,51.5,590930
193,2009-10-21,50.65999984741211,51.040000915527344,50.500999450683594,50.79999923706055,644910
194,2009-10-22,49.96500015258789,50.57500076293945,49.72200012207031,50.54999923706055,838030
195,2009-10-23,50.124000549316406,50.45000076293945,49.900001525878906,50.0099983215332,531770
196,2009-10-26,49.86800003051758,50.400001525878906,49.72100067138672,50.130001068115234,361090
197,2009-10-27,48.808998107910156,49.79999923706055,48.500999450683594,49.650001525878906,3635690
198,2009-10-28,48.5099983215332,48.849998474121094,48.0,48.5,1136370
199,2009-10-29,47.97800064086914,48.650001525878906,47.70000076293945,47.900001525878906,4696350
200,2009-10-30,47.558998107910156,48.79999923706055,47.39500045776367,48.45000076293945,4462560
201,2009-11-03,46.152000427246094,47.79999923706055,45.904998779296875,47.30500030517578,4861680
202,2009-11-04,47.52199935913086,47.79999923706055,46.31999969482422,47.0,1230600
203,2009-11-05,48.10900115966797,48.24800109863281,46.599998474121094,47.52199935913086,5593650
204,2009-11-06,48.33700180053711,48.5,47.930999755859375,48.5,751450
205,2009-11-09,49.308998107910156,49.400001525878906,48.0,48.0,751970
206,2009-11-10,49.28799819946289,49.70000076293945,49.000999450683594,49.400001525878906,739480
207,2009-11-11,50.13199996948242,50.29499816894531,49.053001403808594,49.25,935550
208,2009-11-12,49.99599838256836,50.20000076293945,49.4109992980957,50.097999572753906,1238710
209,2009-11-13,50.349998474121094,50.540000915527344,49.50199890136719,49.999000549316406,694090
210,2009-11-16,50.770999908447266,50.96699905395508,50.564998626708984,50.564998626708984,977050
211,2009-11-17,50.82099914550781,50.95899963378906,50.242000579833984,50.7400016784668,558250
212,2009-11-18,50.68199920654297,51.0,50.5,50.5,678920
213,2009-11-19,50.14799880981445,50.790000915527344,49.814998626708984,50.77000045776367,465840
214,2009-11-20,50.82099914550781,50.95000076293945,49.599998474121094,49.95000076293945,1241800
215,2009-11-23,51.047000885009766,51.25,50.82099914550781,51.0,593940
216,2009-11-24,51.0369987487793,51.189998626708984,50.654998779296875,51.0,451030
217,2009-11-25,51.073001861572266,51.439998626708984,50.95000076293945,51.0369987487793,1305310
218,2009-11-26,50.231998443603516,51.249000549316406,49.79999923706055,50.900001525878906,800260
219,2009-11-27,49.74300003051758,49.970001220703125,48.54999923706055,49.29999923706055,3715570
220,2009-11-30,50.3120002746582,50.70000076293945,50.0099983215332,50.0099983215332,1094640
221,2009-12-01,51.33000183105469,51.45399856567383,50.54999923706055,50.779998779296875,1131010
222,2009-12-02,51.07899856567383,51.54999923706055,50.970001220703125,51.400001525878906,906060
223,2009-12-03,51.34600067138672,51.84000015258789,51.150001525878906,51.45399856567383,1055860
224,2009-12-04,51.1619987487793,51.619998931884766,50.599998474121094,50.70000076293945,798820
225,2009-12-07,50.72700119018555,51.861000061035156,50.599998474121094,51.79999923706055,423080
226,2009-12-08,51.512001037597656,51.595001220703125,50.55500030517578,50.55500030517578,604990
227,2009-12-09,51.106998443603516,51.494998931884766,50.959999084472656,51.25,354540
228,2009-12-10,51.400001525878906,51.529998779296875,50.90999984741211,51.23400115966797,771310
229,2009-12-11,51.124000549316406,51.845001220703125,50.904998779296875,51.63999938964844,583930
230,2009-12-14,51.04199981689453,51.56700134277344,50.900001525878906,51.099998474121094,660090
231,2009-12-15,50.487998962402344,51.275001525878906,50.2599983215332,51.0989990234375,751080
232,2009-12-16,50.560001373291016,50.84000015258789,50.10499954223633,50.400001525878906,664550
233,2009-12-17,50.487998962402344,50.77899932861328,50.310001373291016,50.42499923706055,499380
234,2009-12-18,50.11600112915039,50.474998474121094,49.90999984741211,50.400001525878906,595260
235,2009-12-21,49.792999267578125,50.20000076293945,49.68899917602539,50.11600112915039,563180
236,2009-12-22,50.334999084472656,50.5,49.88999938964844,50.0,895650
237,2009-12-23,51.76900100708008,51.900001525878906,50.334999084472656,50.400001525878906,962590
238,2009-12-24,51.95800018310547,52.11000061035156,51.500999450683594,51.79999923706055,704470
239,2009-12-29,52.09600067138672,52.29499816894531,51.79999923706055,51.95800018310547,459010
240,2009-12-30,51.79100036621094,52.04999923706055,51.702999114990234,51.93000030517578,15280560
241,2009-12-31,52.17100143432617,52.380001068115234,52.0,52.0,6779040
242,2010-01-04,52.393001556396484,52.470001220703125,52.10499954223633,52.17100143432617,414090
243,2010-01-05,52.895999908447266,52.95000076293945,52.5099983215332,52.5099983215332,632610
244,2010-01-06,53.08700180053711,53.15999984741211,52.709999084472656,52.895999908447266,490910
245,2010-01-07,52.805999755859375,53.0,52.5099983215332,53.0,413300
246,2010-01-08,52.584999084472656,53.0,52.5,53.0,257610
247,2010-01-11,52.79100036621094,53.20000076293945,52.68000030517578,53.20000076293945,281270
248,2010-01-12,52.30400085449219,52.939998626708984,52.11000061035156,52.599998474121094,420850
249,2010-01-13,52.731998443603516,52.82400131225586,52.0,52.20000076293945,478230
250,2010-01-14,52.73400115966797,53.099998474121094,52.5620002746582,52.731998443603516,508750
251,2010-01-15,52.85900115966797,53.0,52.45000076293945,52.70000076293945,938660
252,2010-01-18,52.70000076293945,52.900001525878906,52.5,52.5,1130
253,2010-01-19,52.70000076293945,53.4900016784668,52.70000076293945,53.0,1070
254,2010-01-20,52.994998931884766,54.970001220703125,52.67499923706055,54.970001220703125,250
255,2010-01-21,51.07518005371094,51.07518005371094,51.07518005371094,51.07518005371094,0
256,2010-01-22,50.900001525878906,58.0,50.0,50.0,2060
257,2010-01-25,51.900001525878906,51.900001525878906,49.900001525878906,50.900001525878906,630
258,2010-01-27,49.400001525878906,52.0,48.70000076293945,50.5,26260
259,2010-01-28,49.36000061035156,50.79999923706055,49.0,50.0,3220
260,2010-01-29,49.69499969482422,49.78499984741211,48.0,48.0,2700
261,2010-02-01,50.4900016784668,50.5,49.10499954223633,49.689998626708984,670
262,2010-02-02,49.32500076293945,50.880001068115234,49.10499954223633,50.494998931884766,14000
263,2010-02-03,49.45500183105469,49.599998474121094,48.709999084472656,49.32500076293945,1480
264,2010-02-04,49.20000076293945,49.654998779296875,49.0,49.20000076293945,2880
265,2010-02-05,54.5,54.5,47.79999923706055,48.599998474121094,11120
266,2010-02-08,48.20500183105469,48.5,47.505001068115234,47.51499938964844,7000
267,2010-02-09,48.5,49.0,48.099998474121094,48.994998931884766,1410
268,2010-02-10,48.4900016784668,48.98500061035156,47.814998626708984,48.98500061035156,2490
269,2010-02-11,48.5,49.0,48.19499969482422,48.25,1150
270,2010-02-15,47.810001373291016,49.0,47.810001373291016,49.0,2500
271,2010-02-16,49.0,49.0,48.11000061035156,48.11000061035156,1320
272,2010-02-17,49.45000076293945,49.47999954223633,49.099998474121094,49.47999954223633,810
273,2010-02-18,49.099998474121094,49.70000076293945,49.0,49.5,760
274,2010-02-19,48.599998474121094,49.5,48.47999954223633,48.67499923706055,680
275,2010-02-22,49.0,49.5,49.0,49.21500015258789,650
276,2010-02-23,49.3650016784668,49.3650016784668,48.755001068115234,48.755001068115234,790
277,2010-02-24,48.70500183105469,49.5,48.70000076293945,48.80500030517578,4260
278,2010-02-25,48.599998474121094,49.0,48.599998474121094,48.71500015258789,5030
279,2010-02-26,49.29999923706055,50.494998931884766,48.8650016784668,48.8650016784668,17830
280,2010-03-02,50.400001525878906,50.75,40.98500061035156,48.005001068115234,12520
281,2010-03-03,51.01552963256836,51.01552963256836,51.01552963256836,51.01552963256836,0
282,2010-03-04,50.959999084472656,51.06999969482422,50.7400016784668,51.0,780
283,2010-03-05,51.0099983215332,51.5,50.79999923706055,51.11000061035156,8550
284,2010-03-08,51.279998779296875,51.599998474121094,51.189998626708984,51.380001068115234,2690
285,2010-03-09,51.0,51.54499816894531,51.0,51.23500061035156,4160
286,2010-03-10,51.30500030517578,51.59000015258789,51.20000076293945,51.470001220703125,27200
287,2010-03-11,51.689998626708984,51.744998931884766,51.0,51.0,4790
288,2010-03-12,51.474998474121094,51.650001525878906,51.41999816894531,51.630001068115234,12060
289,2010-03-15,51.404998779296875,51.58000183105469,51.209999084472656,51.2599983215332,6090
290,2010-03-16,52.13999938964844,52.224998474121094,51.5,51.5,3560
291,2010-03-17,52.689998626708984,52.724998474121094,52.150001525878906,52.60499954223633,4560
292,2010-03-18,52.494998931884766,52.599998474121094,52.43000030517578,52.5,1000
293,2010-03-19,52.849998474121094,52.849998474121094,52.46500015258789,52.525001525878906,22300
294,2010-03-22,52.29999923706055,52.709999084472656,52.29999923706055,52.53499984741211,8660
295,2010-03-23,52.415000915527344,52.58000183105469,52.165000915527344,52.3650016784668,1030
296,2010-03-25,52.76499938964844,52.79999923706055,52.20500183105469,52.224998474121094,1450
297,2010-03-26,52.915000915527344,54.0,52.79999923706055,54.0,10920
298,2010-03-29,52.900001525878906,53.349998474121094,52.70500183105469,52.915000915527344,2560
299,2010-03-30,52.79999923706055,53.25,52.79999923706055,53.09000015258789,5260
300,2010-03-31,52.60499954223633,52.79999923706055,52.5099983215332,52.79999923706055,9060
301,2010-04-01,53.099998474121094,53.099998474121094,52.78499984741211,53.01499938964844,400
302,2010-04-05,53.845001220703125,53.845001220703125,53.099998474121094,53.099998474121094,6660
303,2010-04-06,53.400001525878906,53.75,53.20500183105469,53.75,250
304,2010-04-07,53.43000030517578,54.04999923706055,53.099998474121094,53.29999923706055,5670
305,2010-04-08,53.150001525878906,53.709999084472656,50.150001525878906,50.150001525878906,3860
306,2010-04-09,53.05500030517578,53.75,52.5,52.5,800
307,2010-04-12,53.099998474121094,53.79999923706055,53.099998474121094,53.599998474121094,80
308,2010-04-13,53.0099983215332,53.29999923706055,52.80500030517578,53.04999923706055,660
309,2010-04-15,52.939998626708984,53.595001220703125,52.939998626708984,53.20000076293945,2690
310,2010-04-16,52.5,52.70000076293945,50.310001373291016,50.310001373291016,690
311,2010-04-19,52.22999954223633,52.334999084472656,51.849998474121094,52.0,2020
312,2010-04-20,52.16999816894531,52.599998474121094,51.02000045776367,51.35499954223633,4330
313,2010-04-21,52.21500015258789,52.6150016784668,52.11000061035156,52.400001525878906,3040
314,2010-04-22,52.709999084472656,53.3849983215332,52.400001525878906,52.46500015258789,2180
315,2010-04-23,53.08000183105469,53.19499969482422,52.5,52.89500045776367,1880
316,2010-04-26,52.599998474121094,52.599998474121094,52.599998474121094,52.599998474121094,100
317,2010-04-27,53.0,53.900001525878906,50.564998626708984,53.900001525878906,33240
318,2010-04-28,52.17499923706055,54.5,51.90999984741211,54.5,19950
319,2010-04-29,52.35499954223633,52.404998779296875,50.11000061035156,50.11000061035156,13090
320,2010-04-30,52.404998779296875,52.845001220703125,52.404998779296875,52.845001220703125,940
321,2010-05-03,52.150001525878906,52.220001220703125,52.0,52.20000076293945,6140
322,2010-05-04,51.40999984741211,52.20000076293945,51.404998779296875,52.20000076293945,10010
323,2010-05-05,51.560001373291016,51.56999969482422,50.880001068115234,50.880001068115234,20830
324,2010-05-06,51.185001373291016,52.595001220703125,50.70000076293945,52.595001220703125,20580
325,2010-05-07,50.20000076293945,50.77000045776367,50.20000076293945,50.650001525878906,22180
326,2010-05-10,51.94499969482422,52.05500030517578,50.400001525878906,51.0,10280
