Price,Close,High,Low,Open,Volume
Ticker,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
Date,,,,,
2007-10-05,32.764320373535156,35.662953751337646,27.081045649552916,29.24687878934599,855215656
2007-10-08,31.087018966674805,33.87165995743675,30.89160471132606,33.87165995743675,126671715
2007-10-09,33.2039909362793,33.49711005562471,29.425998905165354,31.103295815666943,116725709
2007-10-10,33.51340866088867,34.19735649763172,33.22028942155311,34.06707956225587,67931378
2007-10-11,37.25883483886719,39.082694381182684,33.2202915492374,39.082694381182684,106320954
2007-10-12,37.01456069946289,38.39873887086021,36.15148578196188,36.47717476346713,99410791
2007-10-15,37.50309371948242,38.0079142851918,37.17740474190455,37.7799302339115,41814972
2007-10-16,41.32994079589844,41.98132319355096,37.29139820206653,37.55194762717582,138614496
2007-10-17,44.554264068603516,45.59646615692953,34.55560838014402,37.12855265426301,204876259
2007-10-18,42.99095916748047,48.67423429281918,41.1508171011261,45.270782291178975,146617799
2007-10-19,42.84439468383789,44.586831524087074,40.71112931995625,42.013885175478734,110266491
2007-10-22,42.274444580078125,43.593483291019545,40.87397919997354,41.981325357362245,72253405
2007-10-23,45.28705978393555,45.694170969647466,43.31663899462641,43.31663899462641,74594921
2007-10-24,44.58684539794922,46.736394111913334,44.082024696388196,46.24785609663722,63055170
2007-10-25,44.48912811279297,45.53133470306439,39.29438667970368,43.072380047637715,34522489
2007-10-26,45.824459075927734,46.55725942466022,44.04945201979959,45.27078593435372,62370025
2007-10-29,46.75267028808594,47.87629917362315,46.34555901324493,46.573543094131914,43657697
2007-10-30,47.79485321044922,49.08132155034178,45.987277396322774,47.38774213755198,79921711
2007-10-31,48.78822326660156,49.862999607840784,47.876295841404406,48.03914034000673,44655368
2007-11-01,47.69717025756836,50.367822138418404,47.30634606209977,49.99328062788756,50632492
2007-11-02,48.56024169921875,48.85336534573119,45.59647078873047,45.97101668873193,32001693
2007-11-05,49.5535888671875,50.64464779385314,48.23454589586719,48.52766950112016,38833135
2007-11-06,50.20497131347656,53.380439037837846,49.52102353551081,50.41666827827937,81880281
2007-11-07,49.47217559814453,51.84970372961468,48.36483378920556,51.13319052027306,33593141
2007-11-08,48.6253662109375,49.94440895944934,47.55059456468808,48.20197239088496,27990521
2007-11-12,49.797855377197266,50.677217354261884,45.87330067800362,47.15977386344273,35153735
2007-11-13,50.986610412597656,52.01252959695319,49.03247695003908,50.644638823625336,43830531
2007-11-14,50.3189697265625,52.59879299724011,50.058415845163736,51.88227534519388,36738579
2007-11-15,51.16575622558594,52.061400978907976,50.20497190504639,51.263461158972426,29242252
2007-11-16,50.807491302490234,51.96368535011782,50.221248520678536,50.93776600374642,18895294
2007-11-19,52.64764404296875,54.55292575103889,51.57287201146261,51.96369619681021,40716718
2007-11-20,51.83342742919922,53.90155389002521,51.19833198099321,52.435953087187364,26342171
2007-11-21,47.79485321044922,52.45220211741847,46.638655112958354,52.142800352479284,26814499
2007-11-22,46.1501350402832,49.21161471905621,44.14714887157385,47.290046370801925,34096185
2007-11-23,49.21162033081055,49.50473953716712,46.44325950928402,49.179050548451016,27664090
2007-11-26,49.602455139160156,51.03548611435086,49.21163091907573,51.03548611435086,20159123
2007-11-27,48.38111877441406,50.44924507887547,47.876302525247105,50.44924507887547,20573198
2007-11-28,47.66459655761719,49.6675875125557,47.33890754607466,49.439603437499954,16435311
2007-11-29,46.378135681152344,49.113922970581854,45.7756100214859,48.85337348299455,25530967
2007-11-30,48.16941452026367,48.46253373100352,46.57353933517812,47.224917322350976,18437721
2007-12-03,48.853370666503906,49.45589629143358,48.38111977785729,48.75566130121127,16851227
2007-12-04,48.21826934814453,49.58616495519995,47.860010554159544,49.179053693271534,14008727
2007-12-05,50.13984298706055,50.318974626234706,48.20199566875618,48.299700622894285,27725290
2007-12-06,49.21162033081055,51.996259417357415,48.576525035838294,51.23088941038664,24104710
2007-12-07,48.99991989135742,50.22125362240184,48.12056225546926,49.521023166757644,11742386
2007-12-10,49.04878234863281,49.65130352380232,48.41368696933929,49.472176323201694,8330010
2007-12-11,48.820796966552734,49.76529425073242,48.57653019905246,49.48845769741076,11685950
2007-12-12,48.78822326660156,49.2279042963158,47.876295841404406,48.201984838609064,16342131
2007-12-13,47.9739875793457,49.504727212185514,47.794860447124215,48.85334939692407,14620172
2007-12-14,47.50175476074219,48.2508421804724,47.25748798815542,47.81116110632817,10991851
2007-12-17,44.63569641113281,48.039148798134406,43.96803119884534,47.778594904031785,19355678
2007-12-18,44.44027328491211,45.92215642235479,43.0560950774882,44.13086697745326,21607783
2007-12-19,43.62605667114258,46.26413872791332,43.25151516583123,45.873310120450896,19526912
2007-12-20,43.18637466430664,44.55427034359749,42.99096036477364,44.19601153069368,17105204
2007-12-24,44.505409240722656,45.205639628911115,43.47948547152453,43.8377442149398,16711519
2007-12-26,45.85702896118164,46.41070210393139,44.74968709312253,44.74968709312253,20930094
2007-12-27,46.182708740234375,47.45289487574561,45.79188019818192,46.801516917284516,44565277
2007-12-28,46.540977478027344,46.73639179094521,45.59647570183102,46.08500927540548,18354518
2007-12-31,46.8829460144043,47.1597825707,46.31299021744731,46.89923311621001,11982308
2008-01-01,47.74601745605469,48.18569849265232,46.687528198568444,47.12720923516608,16687746
2008-01-02,47.48546600341797,48.10427419801196,46.78523556170794,47.74601542721345,13437280
2008-01-03,49.439605712890625,49.63502001229781,46.6223965168775,47.19235231330837,31815218
2008-01-04,49.179046630859375,50.807491444718366,48.853357668087575,50.15611351917477,28011310
2008-01-07,48.77194595336914,49.89557046696922,48.25084261698174,48.869650896311676,15858063
2008-01-08,47.11091613769531,49.50473065893744,46.540960509658554,48.820783021805575,13282666
2008-01-09,46.361839294433594,47.37147608720013,46.24784725989805,47.159779118742584,13113527
2008-01-10,45.254486083984375,47.87628454323607,44.94507984267982,46.573528861850484,18023003
2008-01-11,45.938453674316406,46.378134791445866,44.130876729993204,45.87331409494885,11629440
2008-01-14,46.638668060302734,47.127201483401016,45.28705980655199,46.0198599411994,10264240
2008-01-15,45.2219352722168,47.583180934913194,44.84739374024272,47.38777103471145,11558334
2008-01-16,44.29372024536133,45.27078740882781,43.17009565783919,44.89624587965376,14834065
2008-01-17,45.48247528076172,46.49211193243423,43.512054437550695,44.45655153075174,16169395
2008-01-18,43.365501403808594,45.15679084948923,42.99095553121456,45.10793396701895,13254156
2008-01-21,35.988643646240234,42.990957206821705,31.347573147367488,42.990957206821705,33202389
2008-01-22,32.373497009277344,34.197356431237765,25.713154686629757,32.438634372478774,58755707
2008-01-23,35.988643646240234,37.37282190821564,32.894598119471674,32.894598119471674,28425991
2008-01-24,36.070072174072266,38.626732174604626,34.36020461171783,37.92650158017617,29911930
2008-01-25,37.926490783691406,38.10561794844612,36.395750872837326,37.779928981663495,12550722
2008-01-28,38.333595275878906,38.62671441113906,34.36018881032131,37.40538099968962,13601109
2008-01-29,37.69850158691406,38.98497459683163,37.12854597295239,38.43130166200765,7679877
2008-01-30,35.61410903930664,37.94278497470008,35.1418581272425,37.779940441911165,9016102
2008-01-31,33.2854118347168,36.08633707825947,32.89458562156921,35.98862997279281,41538563
2008-02-01,34.441619873046875,34.68588661799841,33.54597514155788,33.8553792434192,9089201
2008-02-04,36.21662902832031,36.64002521490012,35.09300230107707,35.09300230107707,12009385
2008-02-05,37.34025192260742,37.82878542419332,35.50010995012181,36.2817626691713,14593303
2008-02-06,37.01456069946289,37.45424170798289,34.94643699213641,36.31433027271451,12429218
2008-02-07,35.272132873535156,37.76365539467091,35.04415098362788,36.50975168710061,11300078
2008-02-08,34.360198974609375,35.79322971780207,33.72510364580904,35.50011049583263,13514197
