Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2002-01-02,0.35097548365592957,0.35097548365592957,0.33079109992421035,0.33214668081272775,529496800
2002-01-03,0.35519322752952576,0.35775423019101615,0.3429921694982529,0.34645661624732443,612007200
2002-01-04,0.3568507432937622,0.3607673261453005,0.3463063910956303,0.35157855462486687,409976000
2002-01-07,0.3449508845806122,0.36151983385582004,0.3426910298927659,0.35730210212563995,444584000
2002-01-08,0.34058207273483276,0.34720981659013594,0.33832221865273915,0.3426909380346426,450038400
2002-01-09,0.3261212110519409,0.3454021761379976,0.3205478986058382,0.34344429918461833,327835200
2002-01-10,0.3197946846485138,0.32325913209347307,0.30503259585089376,0.31964452540820304,452737600
2002-01-11,0.3170834183692932,0.3289833268637509,0.3103046849401093,0.322204593434567,348801600
2002-01-14,0.318589985370636,0.3223555796415417,0.31482356149094615,0.31648111984152333,415996000
2002-01-15,0.3268744647502899,0.32777790873289947,0.31949343526151397,0.3211501640340312,290320800
2002-01-16,0.31301602721214294,0.322505927649208,0.3087982685448837,0.322505927649208,566893600
2002-01-17,0.33862432837486267,0.3425400829381468,0.3294355788954273,0.3307911600302591,660576000
2002-01-18,0.3339545428752899,0.3404313020985718,0.33079124289855444,0.33139351405657563,338811200
2002-01-22,0.32868221402168274,0.33696668765835613,0.32868221402168274,0.33546094765729845,327314400
2002-01-23,0.34675776958465576,0.347059747227368,0.3252177787433983,0.32838110265136355,443279200
2002-01-24,0.34961995482444763,0.35413883499530485,0.34495091542632306,0.34510107465359036,344002400
2002-01-25,0.3502230644226074,0.3527832123256586,0.3413354392159959,0.34479988595169786,185914400
2002-01-28,0.3505241572856903,0.3547419136742953,0.3422388539845099,0.3524820341046335,186446400
2002-01-29,0.3475111424922943,0.35459102671107495,0.3441976836723025,0.3497709977315676,240324000
2002-01-30,0.36287635564804077,0.3636288111135562,0.34555326261925523,0.3475111401259988,471576000
2002-01-31,0.37236613035202026,0.3725162895514985,0.363177382874556,0.3639306676984579,468445600
2002-02-01,0.3676963448524475,0.37598082055971094,0.36664191178375816,0.36664191178375816,398305600
2002-02-04,0.3818559944629669,0.3844161418150704,0.36453290976385594,0.3663406271519144,522373600
2002-02-05,0.38336181640625,0.3913459980445784,0.3777885035053751,0.3779394923335917,456887200
2002-02-06,0.37161287665367126,0.3913459792405556,0.3637797093596052,0.3856216777865145,597576000
2002-02-07,0.36603957414627075,0.38095179465101475,0.36272528647358915,0.37131173889217606,347832800
2002-02-08,0.36197203397750854,0.37116078330157093,0.3520299745384951,0.36754534726380783,355331200
2002-02-11,0.3762820363044739,0.3765840391829551,0.35760421539361237,0.36046551229007623,398602400
2002-02-12,0.3722151219844818,0.3771861378739471,0.36829853887130326,0.3714618372001636,224280000
2002-02-13,0.3767341077327728,0.38019855503436617,0.3713117831247235,0.3725163754336109,312872000
2002-02-14,0.370558500289917,0.38004842315808685,0.36724421220307674,0.37733640608953783,260170400
2002-02-15,0.3600142002105713,0.37628200512728194,0.35926091514430714,0.36950409874911244,260187200
2002-02-19,0.340733140707016,0.35956196913869215,0.338624274917084,0.3579052401919989,390258400
2002-02-20,0.348415344953537,0.3494697779270551,0.33666559341621466,0.34299219125732316,285443200
2002-02-21,0.3238621950149536,0.3464565916920529,0.3231088850512491,0.345251999660654,446751200
2002-02-22,0.3425399661064148,0.34570326421177383,0.3238621550536862,0.3262721684279501,406476000
2002-02-25,0.35865873098373413,0.37236636648848226,0.3368167505351532,0.34419778503770987,426848800
2002-02-26,0.3565497100353241,0.3670940404862447,0.3502231117647717,0.36016431646920777,260131200
2002-02-27,0.3307911157608032,0.3652862792376927,0.31542673367055213,0.3606164107023333,1030159200
2002-02-28,0.3268744647502899,0.34028096808918834,0.3216023008297357,0.3336532233903201,456937600
2002-03-01,0.3532353639602661,0.3539886740059919,0.32868225814551827,0.3303389620338323,348992000
2002-03-04,0.3658885657787323,0.37025728616725817,0.342842005813158,0.3503731952713877,348258400
2002-03-05,0.3544408082962036,0.3679974476800288,0.3524820764932255,0.3637797159238714,274702400
2002-03-06,0.3625742495059967,0.3666418215464214,0.34540215141819147,0.35368747983497306,226206400
2002-03-07,0.36724427342414856,0.36950412880677097,0.3556454824605251,0.3624242441388929,258249600
2002-03-08,0.37146198749542236,0.37793957557438645,0.36603966222850254,0.3726674095598095,269774400
2002-03-11,0.3774873614311218,0.3786928083887557,0.3630264476602979,0.3705584674024418,262785600
2002-03-12,0.37236613035202026,0.37266727835981367,0.3630263940662408,0.36920283185693437,254055200
2002-03-13,0.3689008951187134,0.3743240486864521,0.36377971920106755,0.36709400687172933,200765600
2002-03-14,0.367997407913208,0.37055841037667486,0.3595619453124528,0.3660395310703891,217296800
2002-03-15,0.375830739736557,0.3759808990011129,0.36528640684978514,0.36844970671581667,240900800
2002-03-18,0.3726673424243927,0.37733638176109174,0.36634074434662667,0.3758306414632757,304556000
2002-03-19,0.37432417273521423,0.3811029346787605,0.3660396952265274,0.37191415799830907,242345600
2002-03-20,0.3753783106803894,0.37869262198131365,0.3690517158704133,0.3714617287110874,294319200
2002-03-21,0.365587443113327,0.3660395799870276,0.350373219575874,0.35941097939622974,616352800
2002-03-22,0.36287635564804077,0.3699554102094996,0.35956206724149814,0.36483423315478436,202193600
2002-03-25,0.3517287075519562,0.3628761851043026,0.350071978931867,0.36257420752908354,262830400
2002-03-26,0.3533864915370941,0.3560976543834013,0.34645674079913397,0.3494698813920923,257840800
2002-03-27,0.35353654623031616,0.35730214151628037,0.35037324708394435,0.35172882820253115,127702400
2002-03-28,0.3565497100353241,0.3597130091706003,0.3533864109000479,0.35700099219426473,108455200
2002-04-01,0.3684496581554413,0.37206426494794453,0.3506744287155254,0.35218099881770254,199046400
2002-04-02,0.3625742495059967,0.3660395255436989,0.35956193988356516,0.36151979155716163,203795200
2002-04-03,0.35775429010391235,0.36890094223494596,0.35549528984186163,0.36227319565605176,214530400
2002-04-04,0.3750772774219513,0.3773363021968324,0.35654962398918594,0.35654962398918594,338497600
2002-04-05,0.3726673424243927,0.3794452477870138,0.3630264564734723,0.3758306414632757,278348000
2002-04-08,0.36995530128479004,0.3717630190098354,0.3582063804852983,0.36393068167979714,261514400
2002-04-09,0.3630264401435852,0.37658393461660056,0.3616708591320386,0.370407470902294,191531200
2002-04-10,0.37146198749542236,0.3758307091685557,0.36167094055536925,0.3646832513026437,224980000
2002-04-11,0.3744749426841736,0.37959611730499754,0.3728173844641175,0.3770351151902262,407254400
2002-04-12,0.3774873614311218,0.3791440905229889,0.37010633051958375,0.37673407649601154,320241600
2002-04-15,0.3765840232372284,0.3788430237787657,0.3735708577104302,0.37748744244821336,299370400
2002-04-16,0.3877306282520294,0.3914962238999739,0.37839086400582583,0.37884300095848716,614577600
2002-04-17,0.39330393075942993,0.3942073750296116,0.38230743748270174,0.39059276833982143,396250400
2002-04-18,0.38275954127311707,0.3844162451810207,0.37477618933087326,0.3841150971368207,401710400
2002-04-19,0.3762820363044739,0.3839650719911604,0.3755295807849682,0.3839650719911604,375407200
2002-04-22,0.36950406432151794,0.3755295146811213,0.3649851839540721,0.37417310392276365,269427200
2002-04-23,0.36528638005256653,0.37326970876427057,0.3628763655137013,0.36965427215140495,233469600
2002-04-24,0.3580554127693176,0.36905190488454115,0.35669983170269665,0.3660395946930474,140448000
2002-04-25,0.36332762241363525,0.36664191044989713,0.3547419986621274,0.3548921327551418,194202400
2002-04-26,0.34660765528678894,0.36709404546888286,0.3464566664458672,0.36573763472763526,304981600
2002-04-29,0.3609176576137543,0.3624242278009202,0.3478122969858348,0.3488667301950242,272288800
2002-04-30,0.365587443113327,0.367244172171639,0.35775425033791775,0.3598631414095952,280963200
2002-05-01,0.36121875047683716,0.36588861957726143,0.35187981674532876,0.36588861957726143,214704000
2002-05-02,0.3568507432937622,0.36664178561823907,0.3554951626160639,0.35865846073360585,239344000
2002-05-03,0.3541388511657715,0.36182188551660255,0.3529342588566678,0.3550431501462951,230781600
2002-05-06,0.3411844074726105,0.353988614650501,0.3383222571530631,0.3517287351715807,249664800
2002-05-07,0.338473379611969,0.34570342305684737,0.3335023617896269,0.34555326380687346,242748800
2002-05-08,0.3670940101146698,0.3693530352478207,0.34705975877579043,0.34946977273532165,436682400
2002-05-09,0.3643820285797119,0.3667920426058943,0.3585075675403323,0.36528630234512977,224616000
2002-05-10,0.35127755999565125,0.3658886344197069,0.3461555286389654,0.3658886344197069,235396000
2002-05-13,0.3606164753437042,0.36287633041041933,0.34555323858643444,0.35428985154809994,265608000
2002-05-14,0.3857717514038086,0.3868261841585787,0.36483408510570575,0.36829853135583956,526506400
2002-05-15,0.3808017075061798,0.39134603829752107,0.3741731062042135,0.38215728866377635,335826400
2002-05-16,0.3797471821308136,0.3833617626632149,0.372817434434636,0.37748730253838664,227052000
2002-05-17,0.3767341077327728,0.38833289669513577,0.3707086573612517,0.383965005161877,236493600
2002-05-20,0.3726673424243927,0.3755294934037125,0.3695040433855097,0.3701063395046361,269914400
2002-05-21,0.3533864915370941,0.3765840489620913,0.35248219237585643,0.3740230202402431,280991200
2002-05-22,0.36634084582328796,0.3670941309853462,0.35127763140975016,0.3520300618229261,290875200
2002-05-23,0.3792950212955475,0.3801984653140156,0.36257425527881193,0.36829855622227387,369398400
2002-05-24,0.3637796640396118,0.3764328575034157,0.3609175136691605,0.3764328575034157,166174400
2002-05-28,0.36121875047683716,0.3645330384598172,0.35293424979323057,0.3568508590549623,149716000
2002-05-29,0.36121875047683716,0.36814847451233973,0.3532353978627729,0.36031530626821,221793600
